1;11;2016;002011;191;;;;;1,00;063,53;;
1;11;2016;002020;191;;;;;1,00;006,72;;
1;11;2016;002053;191;;;;;1,00;058,90;;
1;11;2016;002082;191;;;;;1,00;017,11;;
1;11;2016;002086;191;;;;;1,00;003,40;;
1;11;2016;002105;191;;;;;1,00;099,74;;
1;11;2016;002112;191;;;;;1,00;004,52;;
1;11;2016;002120;191;;;;;1,00;009,61;;
1;11;2016;002136;191;;;;;1,00;028,46;;
1;11;2016;002183;191;;;;;1,00;009,24;;
1;11;2016;002190;191;;;;;1,00;097,22;;
1;11;2016;002216;191;;;;;1,00;022,24;;
1;11;2016;002217;191;;;;;1,00;045,42;;
1;11;2016;002222;191;;;;;1,00;047,56;;
1;11;2016;002230;191;;;;;1,00;012,85;;
1;11;2016;002234;191;;;;;1,00;031,75;;
1;11;2016;002248;191;;;;;1,00;127,40;;
1;11;2016;002250;191;;;;;1,00;021,49;;
1;11;2016;002264;191;;;;;1,00;008,07;;
1;11;2016;002268;191;;;;;1,00;005,06;;
1;11;2016;002288;191;;;;;1,00;053,07;;
1;11;2016;002298;191;;;;;1,00;095,47;;
1;11;2016;002305;191;;;;;1,00;029,47;;
1;11;2016;002308;191;;;;;1,00;014,40;;
1;11;2016;002318;191;;;;;1,00;001,82;;
1;11;2016;002341;191;;;;;1,00;028,24;;
1;11;2016;002346;191;;;;;1,00;026,35;;
1;11;2016;002358;191;;;;;1,00;037,71;;
1;11;2016;002369;191;;;;;1,00;005,74;;
1;11;2016;002377;191;;;;;1,00;032,73;;
1;11;2016;002386;191;;;;;1,00;018,52;;
1;11;2016;002406;191;;;;;1,00;020,35;;
1;11;2016;002415;191;;;;;1,00;010,04;;
1;11;2016;002429;191;;;;;1,00;108,73;;
1;11;2016;002432;191;;;;;1,00;006,80;;
1;11;2016;002441;191;;;;;1,00;003,01;;
1;11;2016;002451;191;;;;;1,00;024,52;;
1;11;2016;002459;191;;;;;1,00;040,64;;
1;11;2016;002473;191;;;;;1,00;046,77;;
1;11;2016;002474;191;;;;;1,00;054,08;;
1;11;2016;002478;191;;;;;1,00;005,10;;
1;11;2016;002488;191;;;;;1,00;264,89;;
1;11;2016;002490;191;;;;;1,00;004,81;;
1;11;2016;002498;191;;;;;1,00;005,06;;
1;11;2016;002511;191;;;;;1,00;234,10;;
1;11;2016;002512;191;;;;;1,00;031,02;;
1;11;2016;002522;191;;;;;1,00;021,83;;
1;11;2016;002542;191;;;;;1,00;054,53;;
1;11;2016;002544;191;;;;;1,00;044,50;;
1;11;2016;002555;191;;;;;1,00;062,15;;
1;11;2016;002566;191;;;;;1,00;005,51;;
1;11;2016;002574;191;;;;;1,00;069,26;;
1;11;2016;002588;191;;;;;1,00;011,66;;
1;11;2016;002610;191;;;;;1,00;039,44;;
1;11;2016;002626;191;;;;;1,00;030,91;;
1;11;2016;002652;191;;;;;1,00;117,16;;
1;11;2016;002662;191;;;;;1,00;057,46;;
1;11;2016;002668;191;;;;;1,00;038,42;;
